52005674;ESCOLA MUNICIPAL INOCENCIO DE SOUZA;MONTES CLAROS DE GOIAS;URBANA;PUBLICA;76255-000;;;
52005704;ESCOLA MUNICIPAL PROFESSORA LUIZANITA LOURENCO DA COSTA;MONTES CLAROS DE GOIAS;URBANA;PUBLICA;76255-000;(62) 3370-1231;-16.04892;-51.26939
52005712;ESCOLA MUNICIPAL JOSE RIBEIRO FILHO;MONTES CLAROS DE GOIAS;RURAL;PUBLICA;76255-000;(62) 3370-1231;-15.94267;-51.35755
52005720;CENTRO DE ENSINO EM PERIODO INTEGRAL MARIA EULALIA DE JESUS PORTILHO;PIRANHAS;URBANA;PUBLICA;76230-000;(64) 3665-1438;-16.42639;-51.81770
52005739;CENTRO DE ENSINO EM PERIODO INTEGRAL COSTA E SILVA;PIRANHAS;URBANA;PUBLICA;76230-000;(64) 9943-7432;-16.43378;-51.81509
52005747;COLEGIO ESTADUAL FRANCISCO MAGALHAES SEIXAS;PIRANHAS;URBANA;PUBLICA;76230-000;(64) 9946-3078;-16.42238;-51.82248
52005763;CENTRO DE ENSINO EM PERIODO INTEGRAL JOAQUIM FRANCISCO DE SOUZA;PIRANHAS;URBANA;PUBLICA;76230-000;;-16.43732;-51.81014
52005780;ESCOLA MARIA ESMERIA;PIRANHAS;URBANA;PRIVADA;76230-000;(64) 3665-1922;-16.42366;-51.82075
52005852;ESCOLA MUNICIPAL MILITARIZADA GERCINA TEIXEIRA;PIRANHAS;URBANA;PUBLICA;76230-000;(64) 3665-7008;-16.43185;-51.82485
52005879;ESCOLA MUNICIPAL JOSE PEREIRA DE VASCONCELOS;PIRANHAS;URBANA;PUBLICA;76230-000;(64) 3665-7010;-16.44053;-51.81292
52005933;ESCOLA MUNICIPAL SEBASTIAO JOSE DE FARIA;PIRANHAS;URBANA;PUBLICA;76230-000;(64) 3665-7009;-16.44394;-51.80414
52006034;COLEGIO ESTADUAL JOAO GONCALVES FILHO;ALTO HORIZONTE;URBANA;PUBLICA;76560-000;;-14.19418;-49.33603
52006085;COLEGIO ESTADUAL SENADOR TEOTONIO VILELA;CAMPINACU;URBANA;PUBLICA;76440-000;(62) 3377-3350;-13.79022;-48.57048
52006093;CENTRO DE ENSINO EM PERIODO INTEGRAL CALUMERIO RODRIGUES GALVAO;CAMPINACU;URBANA;PUBLICA;76440-000;(62) 3377-3289;-13.79070;-48.56990
52006239;ESCOLA MUNICIPAL APARECIDA NOGUEIRA DO PRADO;CAMPINACU;URBANA;PUBLICA;76440-000;(62) 3377-3218;-13.78863;-48.56621
52006379;CENTRO EDUCACIONAL INFANTIL VOVO ANA;CAMPINACU;URBANA;PUBLICA;76440-000;(62) 3377-3392;-13.78925;-48.56610
52006387;CENTRO DE ENSINO EM PERIODO INTEGRAL DEOCLIDES MARTINS DA COSTA;CAMPINORTE;URBANA;PUBLICA;76410-000;(62) 8566-3919;-14.31114;-49.15695
52006395;INSTITUTO TOMAS DE AQUINO;CAMPINORTE;URBANA;PRIVADA;76410-000;;-14.30912;-49.15003
52006409;COLEGIO ESTADUAL ARAPOEMA MEIRELES;CAMPINORTE;URBANA;PUBLICA;76410-000;(62) 8555-0578;-14.31398;-49.15089
52006433;ESCOLA MUNICIPAL CASINHA FELIZ;CAMPINORTE;URBANA;PUBLICA;76410-000;(62) 3347-3784;;
52006484;ESC MUL MONTE SINAI;CAMPINORTE;RURAL;PUBLICA;76410-000;(62) 3347-3281;-14.163;-49.12153
52006492;ESCOLA MUNICIPAL NOSSA SENHORA APARECIDA;CAMPINORTE;URBANA;PUBLICA;76410-000;(62) 8427-0567;;
52006557;ESCOLA MUNICIPAL SAO JOSE;CAMPINORTE;RURAL;PUBLICA;76410-000;(62) 3374-3116;-13.71917;-48.73014
52006573;ESCOLA MUNICIPAL BOA ESPERANCA;CAMPINORTE;URBANA;PUBLICA;76410-000;(62) 3347-3419;-14.33625;-49.15581
52006638;COLEGIO ESTADUAL EDMUNDO ROCHA;CAMPOS VERDES;URBANA;PUBLICA;76515-000;(62) 8138-9255;-14.26735;-49.65598
52006743;ESC MUL FRANCISCO RAMOS DE MENEZES;CAMPOS VERDES;URBANA;PUBLICA;76515-000;(62) 3351-6321;-14.27438;-49.65589
52006760;CENTRO DE ENSINO EM PERIODO INTEGRAL VALDOMIRO LOPES REZENDE;ESTRELA DO NORTE;URBANA;PUBLICA;76485-000;(62) 3381-6358;-13.86698;-49.06771
52006786;ESCOLA MUNICIPAL CARLOS OLIVEIRA DA SILVA;ESTRELA DO NORTE;URBANA;PUBLICA;76485-000;(62) 3381-6369;-13.86747;-49.07203
52006808;ESCOLA MUNICIPAL JOSE COSTA LIMA;ESTRELA DO NORTE;URBANA;PUBLICA;76485-000;(62) 3381-6485;-13.87430;-49.06634
52006816;COLEGIO ESTADUAL CASTRO ALVES;FORMOSO;URBANA;PUBLICA;76470-000;(62) 9208-6751;-13.64885;-48.87913
52006832;ESCOLA ESTADUAL GENOVEVA REZENDE CARNEIRO;FORMOSO;URBANA;PUBLICA;76470-000;;-13.64863;-48.87828
52007014;PRE ESC MUL MENINO FELIZ;FORMOSO;URBANA;PUBLICA;76470-000;(62) 9181-4970;-13.65983;-48.87099
52007022;CENTRO DE ENSINO EM PERIODO INTEGRAL PRESIDENTE CASTELO BRANCO;MARA ROSA;URBANA;PUBLICA;76490-000;(62) 9696-1198;-14.01730;-49.17721
